QUESTION	QUESTION-ALIGNMENT	CHOICE 1	CHOICE 2	CHOICE 3	CHOICE 4	CORRECT CHOICE	RELEVANT TABLE	RELEVANT ROW	RELEVANT COL
Which organs consist of the integumentary system?	1	"the skin, hair, nails, and sweat glands"	"bones, cartilage, and joints"	muscle tissue	"the brain, spinal cord, and nerves"	1	monarch-55	5	3
What human body organ system is composed of muscle tissue?	"1,2"	skeletal system	circulatory system	muscular system	urinary system	3	monarch-55	6	1
What is the muscular system composed of?	"0,1,2"	"the skin, hair, nails, and sweat glands"	muscle tissue	"the brain, spinal cord, and nerves"	"sweat glands, the liver, the lungs and the kidney system"	2	monarch-55	6	3
"Which system is composed of the uterus, the fallopian tubes, the cervix, the vagina, the penis, the testes"	"0,1,2"	Excretory System	Reproductive System	Urinary System	Skeletal System	2	monarch-55	7	1
Which organs are included in the reproductive system?	"0,1,2"	"the uterus, the fallopian tubes, the cervix, the vagina, the penis, the testes"	"the skin, hair, nails, and sweat glands"	"the heart, blood, blood vessels, and lymphatics"	"the brain, spinal cord, and nerves"	1	monarch-55	7	3
"Which human organ system is composed of the nose, larynx, trachea, diaphragm, bronchi and lungs?"	"0,1,2"	digestive	skeletal	respiratory	endocrine	3	monarch-55	8	1
The respiratory system includes:	"0,1,2"	Lungs	Liver	Kidneys	Sweat glands	1	monarch-55	8	3
"Which organ system is composed of bones, cartilage, and joints?"	"1,2"	Digestive System	Respiratory System	Skeletal System	Excretory System	3	monarch-55	9	1
The skeletal system is composed of what?	"0,1,2"	"the kidneys, ureters, urinary bladder, and urethra"	"bones, cartilage, and joints"	"the skin, hair, nails, and sweat glands"	"the brain, spinal cord, and nerves"	2	monarch-55	9	3
"The kidneys, ureters, urinary bladder, and urethra all make up which system in the body?"	"1,2"	The muscular system	The digestive system	The urinary system	The respiratory system	3	monarch-55	10	1
The urinary system is composed of what?	"0,1,2"	"the kidneys, ureters, urinary bladder, and urethra"	"sweat glands, the liver, the lungs and the kidney system"	"bones, cartilage, and joints"	muscle tissue	1	monarch-55	10	3
"Name of the organ system that is composed of sweat glands, the liver, the lungs and the kidney system."	"0,1,2"	Endocrine System	Excretory System	Urinary System	Circulatory System	2	monarch-55	11	1
The excretory system is composed of:	"0,1,2"	"sweat glands, the liver, the lungs and the kidney system"	muscle tissue	"the brain, spinal cord, and nerves"	"the uterus, the fallopian tubes, the cervix, the vagina, the penis, the testes"	1	monarch-55	11	3
What material is an aircraft made from?	"0,1"	Platinum	Lead	Aluminum	Chromium	3	monarch-56	1	0
Aluminum can be found _______.	"0,1"	foil; gutter nails; window frames; house siding; aircraft	rocks	glass plates; glasses; windows	wood furniture; building materials; pencils; paper; books; wood blocks; wooden spoon	1	monarch-56	1	2
Which of the following can be found in candlesticks; doorknobs; zippers; locks; gears; knuckles; musical instruments?	"0,1"	Brass	Copper	Platinum	Uranium	1	monarch-56	2	0
Brass can be found in what examples?	"0,1"	Rocks	"Glass plates, glasses, windows"	coating on galvanized steel; anode material for batteries; dietary supplement; coinage		4	monarch-56	2	2
"This material is commonly found in items such as doorknobs, cannon barrels, cabinet pulls, medals, musical instruments and more."	"0,1"	Bronze	Pewter	Marble	Nylon	1	monarch-56	3	0
This product contains bronze.	"0,1"	Newspapers	horseshoes	scissors	doorknobs	4	monarch-56	3	2
What material can be found in plating on steel and lead chromate yellow paint on school buses?	"0,1"	chromium	Copper	Silver	Glass	1	monarch-56	4	0
The material chromium can be found in the following:	"0,1"	Dog leashes; high chairs; area rugs	Hair curlers; counter tops; greeting cards	Steel plating; yellow-colored school bus paint	Artificial flowers; erasable markers; drinking glasses	3	monarch-56	4	2
What material can be found in rechargeable batteries?	"0,1"	Goslarite	Columbite	cobalt	pewter	3	monarch-56	5	0
Cobalt can be found in which type of materials?	"0,1"	rechargeable batteries; cobalt aluminate (CoAl2O4) pigment; cobalt blue; Alnico and Samarium-Cobalt magnets	rocks	caves	knives	1	monarch-56	5	2
_______ can be found in coinage	"0,1"	copper	lead	glass	Ludlamite	1	monarch-56	6	0
Copper can be found in _______?	"0,1"	pens; plastic toys; plastic plates; plastic bottles; plastic bags	clothes; upholstery; drapes; cloth napkins	pipe; wire; cooking utensils; roofing; coinage	books; notebooks; newspapers; paper towels; toilet paper; paper napkins	3	monarch-56	6	2
Spanish doubloons contain this metal.	"0,1"	Gold	Aluminum	Platinum	Pewter	1	monarch-56	7	0
Gold can be found in:	"0,1"	rocks	coinage	coatings on electrical connections	old paint	3	monarch-56	7	2
What can be found in jewelry; decorative sculpture?	"0,1"	borax	hematite	Trevorite	Epsomite	2	monarch-56	8	0
Where can you find hematite?	"0,1"	fishing weights	rocks	jewelry	glasses	3	monarch-56	8	2
Where can soft iron be found?	"0,1"	Rocks	"Knives, Scissors, Swords,"	coating on galvanized steel; anode material for batteries; dietary supplement; coinage	horseshoes; old nails; cast iron skillets; meteors	4	monarch-56	9	2
"Which metal do fishing weights, car wheel rims and old paint contain?"	1	silver	gold	platinum	lead	4	monarch-56	10	0
Lead is a material that can be found in what kind of objects?	"0,1"	Fishing weights; wheel rims; old paint; car batteries; stained glass framing; and more	Laundry detergents; pet food; hair care products	Diapers; pet toys; magazines; picture frames	Tea kettles; beverage containers; portable coolers; refrigerators	1	monarch-56	10	2
What can be found in Canadian nickels; nickel steel; nickel plated fixtures?	0	gold	soft iron	nickel	borax	3	monarch-56	11	0
Nickel can be found in _______.	"0,1"	Canadian nickels; nickel steel; nickel plated fixtures	rocks	books; notebooks; newspapers; paper towels; toilet paper; paper napkins	plastic	1	monarch-56	11	2
_______ is found in spoons and candlesticks.	1	barite	wood	plastic	pewter	4	monarch-56	12	0
Pewter can be found it _______.	"0,1"	rocks	clothes	old dishes	plastic toys	3	monarch-56	12	2
In what items can silver be found?	"0,1"	rechargeable batteries	rocks	photographic chemicals	notebooks	3	monarch-56	13	2
What are things made out of steel and carbon?	0	Knives	Foil	Plastic bottles	house siding.	1	monarch-56	14	2
_______can be found in screws; tableware; furniture; architecture; automobiles; aircraft	"0,1"	Aluminum	Tin	Glass	Stainless Steel	4	monarch-56	15	0
Stainless steel can be found in:	"0,1"	Rocks	Aircrafts	Glass	Plastics	2	monarch-56	15	2
What can be found in coating on food cans?	"0,1"	Trevorite	Braunite	tin	Nitratine	3	monarch-56	16	0
Tin is an ingredient in what product?	"0,1"	Solder	Windows	Pencils	Candlesticks	1	monarch-56	16	2
"_______ can be found in coating on galvanized steel, anode material for batteries, dietary supplements, and coinage."	"0,1"	Nickel	Copper	Zinc	Brass	3	monarch-56	17	0
What can zinc be found in?	"0,1"	clothes; upholstery; drapes; cloth napkins	rocks	jewelry; decorative sculpture	coating on galvanized steel; anode material for batteries; dietary supplement; coinage	4	monarch-56	17	2
Which material can be found in rocks?	"0,1"	cobalt	soft iron	Babingtonite	wood	3	monarch-56	18	0
Where can Babingtonite be found?	"0,1"	fishing weights; weights on car wheel rims; old paint; old gasoline; lead-acid batteries in cars; framing for stained glass; flashing on buildings	old dishes; spoons; candlesticks; whale oil lamps; tea sets	Rocks	foil; gutter nails; window frames; house siding; aircraft	3	monarch-56	18	2
Which material can be found on rocks?	"0,1"	Chromferide	Magnetoplumbite	Barite	Pyrrhotite	3	monarch-56	19	0
Barite can be found in which of the following?	"0,1"	coating on food cans; ingredient in solder	rocks	clothes; upholstery; drapes; cloth napkins	cabinet pulls; doorknobs; cannon barrels; sculpture; weatherstripping; musical instruments; medals; Knuts	2	monarch-56	19	2
What can be found in rocks?	"0,1"	Borax	nickel	paper	glass	1	monarch-56	20	0
What can borax be found in?	"0,1"	jewelry; Dutch guilders; Spanish doubloons; old dental fillings; coatings on electrical connections	rocks	jewelry; decorative sculpture	knives; scissors; swords	2	monarch-56	20	2
Which material can be found in rocks?	"0,1"	plastic	Braunite	soft iron	cobalt	2	monarch-56	21	0
Where can you find Braunite?	"0,1"	jewelry	horseshoes	rocks	old dental fillings	3	monarch-56	21	2
_______ can be found in rocks.	"0,1"	Burckhardtite	Epidote	copper	Borax	1	monarch-56	22	0
Where can Burckhardtite be found?	0	clothes; upholstery; drapes; cloth napkins	horseshoes; old nails; cast iron skillets; meteors	rocks	Diamonds	3	monarch-56	22	2
Which material can be found in rocks?	"0,1"	Cadmium	Wood	Water	Protein	1	monarch-56	23	0
What can cadmium be found in?	"0,1"	rocks	jewelry	books	plating on steel	1	monarch-56	23	2
What material can be found in rocks?	"0,1"	glass	chromite	lead	brass	2	monarch-56	24	0
Chromite can be found in_______?	"0,1"	books; notebooks; newspapers; paper towels; toilet paper; paper napkins	fishing weights; weights on car wheel rims; old paint; old gasoline; lead-acid batteries in cars; framing for stained glass; flashing on buildings	rocks	knives; scissors; swords	3	monarch-56	24	2
Which of these materials can be found in rocks?	"0,1"	fabric	chromferide	hematite	zinc	2	monarch-56	25	0
Chromferide can be found in _______.	"0,1"	rocks	plastic	wood	paper	1	monarch-56	25	2
Which of the following is found in rocks?	"0,1"	copper	Columbite	silver	glass	2	monarch-56	26	0
Which object can the material columbite be found in?	"0,1"	Rocks	Knives	Swords	Scissors	1	monarch-56	26	2
Where can Coyoteite be found?	"0,1"	spoons	pens	rocks	scissors	3	monarch-56	27	2
Which material can be found in rocks?	"0,1"	Bronze	Tin	Steel	Epidote	4	monarch-56	28	0
Epidote can be found in what material?	"0,1"	spoons	rocks	books	newspapers	2	monarch-56	28	2
_______ can be found in rocks.	"0,1"	Epsomite	Aluminum	Cobalt	Wood	1	monarch-56	29	0
Where can Epsomite be found?	"0,1"	Rocks	Lead chromate yellow paint on school buses	Coatings on electrical connections	Spoons	1	monarch-56	29	2
Ferberite can be found in _______.	"0,1"	Furniture	jewelry	rocks	clothes	3	monarch-56	30	2
What can be found in rocks?	"0,1"	Wood	Glass	Franklinite	Gold	3	monarch-56	31	0
Where can Franklinite be found?	"0,1"	rocks	coating on food cans	clothing	trees	1	monarch-56	31	2
Which of the following can be found in rocks?	"0,1"	Goslarite	silver	aluminum	wood	1	monarch-56	32	0
Goslarite is a material found in:	"0,1"	Rocks	Dental fillings	Electrical connections	Glass	1	monarch-56	32	2
This material can be found in rocks.	"0,1"	Jacobsite	Syrup	Sap	Grease	1	monarch-56	33	0
Jacobsite can be found in_______?	"0,1"	Rocks	Airplanes	Glass plates	Jewelry	1	monarch-56	33	2
Which of the following can be found in rocks?	"0,1"	Epsomite	Ludlamite	aluminum	brass	2	monarch-56	34	0
Ludlamite can be found in:	"0,1"	Rocks	Glass	Pens	Wood	1	monarch-56	34	2
What can be found in rocks?	"0,1"	Tin	Maghemite	Lead	Paper	2	monarch-56	35	0
Where can Maghemite be found?	0	rechargeable batteries	Cobalt aluminate	Old paint	rocks	4	monarch-56	35	2
Where can magnetite be found?	"0,1"	In rocks	In books; notebooks; newspapers; paper towels; toilet paper; paper napkins	In foil; gutter nails; window frames; house siding; aircraft	In coating on food cans; ingredient in solder	1	monarch-56	36	2
Magnetoplumbite can be found in which materials?	"0,1"	necklaces	rocks	coins	used nails	2	monarch-56	37	2
Which material can be found in rocks?	"0,1"	bronze	manganbabingtonite	tin	zinc	2	monarch-56	38	0
Where Manganbabingtonite can be found in?	"0,1"	Wood	Rocks	Building Materials	Coating on food cans	2	monarch-56	38	2
Which of the following can be found in rocks?	"0,1"	Zinc	Bronze	Nitratine	Glass	3	monarch-56	39	0
Nitratine can be found where?	"0,1"	screws; tableware; furniture; architecture; automobiles; aircraft	Rocks	Water	Computers	2	monarch-56	39	2
Which of the following can be found in rocks?	"0,1"	Tin	Bronze	Steel	Platinum	4	monarch-56	40	0
Platinum can be found in_______	"0,1"	coating on food cans; ingredient in solder	Tin cans	Soda cans	Rocks	4	monarch-56	40	2
What can be found in rocks?	"0,1"	Pyrrhotite	Soft iron	lead	Wood	1	monarch-56	41	0
Where can you find Pyrrhotite?	0	old dishes	rocks	rechargeable batteries	clothes	2	monarch-56	41	2
Which material can be found in rocks?	"0,1"	Siderite	lead	steel	pewter	1	monarch-56	42	0
what can Siderite be found in?	"0,1"	pens; plastic toys; plastic plates; plastic bottles; plastic bags	rocks	clothes; upholstery; drapes; cloth napkins	plating on steel; lead chromate yellow paint on school buses	2	monarch-56	42	2
Which of the following can be found in rocks?	"0,1"	Wood	Tantalite	Nickel	Copper	2	monarch-56	43	0
Tantalite is a material found in _______.	"0,1"	Sticks	Rocks	Leaves	Seaweed	2	monarch-56	43	2
What material can be found in rocks?	"0,1"	Trevorite	Brass	Wood	Cobalt	1	monarch-56	44	0
Trevorite can be found in which of the following?	"0,1"	Books	Rocks	Jewelry	Coinage	2	monarch-56	44	2
What are many bottles and bags made of?	"0,1"	Plastic	Pewter	Maghemite	Chromite	1	monarch-56	45	0
Plastic can be found in_______?	"0,1"	horseshoes	pens; plastic toys; plastic plates; plastic bottles; plastic bags	Pillows	rocks	2	monarch-56	45	2
"Which of the following can be found in wood furniture, building materials, paper, books, wood blocks, and wooden spoons?"	"0,1"	Plastic	Pewter	Wood	Copper	3	monarch-56	46	0
What products might wood be found in?	"0,1"	Paper	Pens	Rocks	Candlesticks	1	monarch-56	46	2
This material can be found in windows.	1	glass	silver	nickel	cobalt	1	monarch-56	47	0
Glass is usually found in:	"0,1"	Windows	Coins	Steel	Supplements	1	monarch-56	47	2
_______ can be found in clothes; upholstery; drapes; cloth napkins.	"0,1"	stainless steel	zinc	"steel, carbon"	fabric	4	monarch-56	48	0
Where can fabric be found?	"0,1"	rocks	"upholstery, clothing and drapes"	candlesticks and spoons	screws and automobiles	2	monarch-56	48	2
Paper can be found in which of the following:	"0,1"	Foil	Notebooks	Rocks	Knives	2	monarch-56	49	2
What can be found in knives; scissors; and swords?	"0,1"	"steel, carbon"	Bronze	chromium	wood	1	monarch-56	14	0
Which type of material can be found in rocks?	"0,1"	Coyoteite	Tin	Platic	Copper	1	monarch-56	27	0
What material can be found in rocks?	"0,1"	chromium	Ferberite	paper	stainless steel	2	monarch-56	30	0
What can be found in horseshoes; old nails; cast iron skillets; meteors?	"0,1"	plastic	Manganbabingtonite	soft iron	Columbite	3	monarch-56	9	0
Which of these materials can be found in rocks?	"0,1"	Bronze	Gold	Lead	Magnetite	4	monarch-56	36	0
What material can be found in rocks.	"0,1"	wood	tin	"steel, carbon"	Magnetoplumbite	4	monarch-56	37	0
What material can be found in books?	"0,1"	bronze	paper	pewter	Ludlamite	2	monarch-56	49	0
What material can be found in jewelry; silverware; photographic chemicals; coatings on high-end mirrors; coinage?	"0,1"	Gold	Silver	Burckhardtite	Trevorite	2	monarch-56	13	0
What causes spash erosion; sheet erosion; rill erosion; gully erosion; water erosion?	"0,1"	Surface Runoff	Wind	Flood	Rain	4	monarch-57	1	0
What does rain cause?	"0,1"	water erosion	spash erosion; sheet erosion; rill erosion; gully erosion; water erosion	glacial erosion; abrasion; scouring; plucking; ice thrusting	gravity erosion	2	monarch-57	1	2
"What causes spash, rill, sheet, gully, and water erosion?"	"0,1"	surface runoff	weathering	flood	wind	1	monarch-57	2	0
The surface runoff causes what type of erosion?	"0,1"	glacial erosion; abrasion; scouring; plucking; ice thrusting	wind erosion; deflation; abrasion; surface creep; saltation; suspension	spash erosion; sheet erosion; rill erosion; gully erosion; water erosion	exfoliation	3	monarch-57	2	2
